行政區,主題,景點名稱,簡介,地址,門票,開放時間-一,開放時間-二,開放時間-三,開放時間-四,開放時間-五,開放時間-六,開放時間-日
松山,商圈,饒河街觀光夜市,饒河街觀光夜市是臺北市最早的觀光夜市，規模不大，攤位非常集中，這裡的蚵仔麵線、藥燉排骨、胡椒餅、東山鴨頭、臭豆腐等等都是饒河夜市的必吃美食。,臺北市松山區八德路四段與松河街間且與之平行的饒河街上,無,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00
松山,商圈,松山市場,松山市場係因水運而商業活動興盛，自清代起逐漸形成市集，直至１９０９年興建松山市場延續至今，已達百年之久，深具歷史意義。建物仍保有原有形貌，檜木桁架及洗石子外牆保存狀況尚佳，具保存價值。,臺北市松山區八德路四段679號,無,不開放,07:00 – 16:00,07:00 – 16:00,07:00 – 16:00,07:00 – 16:00,07:00 – 16:00,07:00 – 16:00
松山,商圈,水族街,在民權東路５段民權大橋頭，可以看到一整排販賣水族相關用品的商店，各家販賣的觀賞魚種類眾多，有各式各樣的海水魚、淡水魚、熱帶魚等等，五顏六色，耀眼奪目。,臺北市松山區民權東路5段,無,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00
松山,商圈,民生社區商圈,民生社區公共設施完善，並於１９７０年啟用台灣第一座汙水處理廠。１９９２年，完成了地上１１層、地下３層的民生社區活動中心大樓。規劃上仿效美國先進的都市計畫方法，將臺北市東北角的一塊大型素地打造為首個全國性美國式示範社區。,臺北市松山區民生東路5段,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
松山,商圈,慶城街1號,為一美食商場，有春水堂、海底撈等。旁邊亦有兄弟飯店，美食選擇更多元，包含道地的飲茶與台菜。因接近捷運南京復興站，慶城街出口沿路多為特色餐廳，例如，莫凡彼、美式餐廳——Ｈｏｏｔｅｒｓ等。,臺北市松山區慶城街1號,無,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 22:00,11:00 – 22:00,11:00 – 21:30
松山,藝文與文化,自由巷及鄭南榕紀念館,「自由巷」內的鄭南榕紀念館為當年《自由時代》周刊辦公室原址，紀念館入口處有鄭南榕的青銅塑像與巨幅照片，及鄭南榕的隨身物品與手稿等紀念文物、相關活動照片，可以更了解這位民主鬥士為臺灣言論自由所做出的犧牲與貢獻。,臺北市松山區民權東路三段106巷3弄11號3樓,無,不開放,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,不開放
松山,藝文與文化,臺北偶戲館,台北偶戲館以布袋戲區、傀儡戲區、皮影戲區、互動體驗區」以及「戲偶ＤＩＹ課程」。介紹臺灣傳統與現代偶戲的歷史與發展，鼓勵大家多發揮創意，運用生活素材創造出自己的布袋戲偶、皮影戲偶等各種現代偶。,臺北市松山區市民大道5段99號2樓,50,不開放,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00
松山,藝文與文化,股票博物館,臺灣股票博物館，為臺灣第一家以股票為主題的專業博物館，由臺灣集中保管結算所成立營運，以保管股票的金庫改建而成。２０１１年７月２９日，臺灣證券市場正式達到「無實體百分百」目標，並將原來保管股票的庫房，規劃建置博物館,臺北市松山區復興北路365號3樓,無,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,不開放,不開放
松山,藝文與文化,有璽藝術中心,"以推廣當代藝術文化及美學教育為核心理念，邀請台灣具代表性的當代藝術家展出新作，及其在創作過程中的探索。
有璽是一種空間，把尋找到的『 』 放入這個空間，觀者藉由觀賞中與作品產生對話。",臺北市松山區三民路136巷26號,無,不開放,11:00 – 18:00,11:00 – 18:00,11:00 – 18:00,11:00 – 18:00,11:00 – 18:00,不開放
內湖,宗教與古蹟,林秀俊墓,林秀俊被認為是清初開墾台北盆地相當重要的一位開拓先驅。墓的形制採用傳統閩南式，以墓丘為中心，前置石雕墓碑，左右肩石夾立，矮垣層層彎曲伸出，呈環抱狀，前有寬廣的墓庭，由傳統風水理論建造，為臺北盆地內少數完整保存的清代大墓。,臺北市內湖區文德段5小段333.333-1號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,宗教與古蹟,內湖清代採石場,臺北盆地周圍盛產質地優良的石材，當清末光緒年間計畫興築臺北府城牆時，選擇內湖及大直一帶山區所產的石材作為建材。現場環境景觀優美，並保持許多當年開鑿石料遺蹟，可為台北建城歷史的實證。,臺北市內湖區環山路一段136巷底,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,宗教與古蹟,內湖庄役場會議室,１９２０年設置內湖庄，庄役場會議室是內湖地區發展史見證。典型的２０年代藝術裝飾主義：山牆圓窗裝飾、階梯式造型天際線、水平線條入口雨庇、兩側半圓柱，柱身洗石子分段式造型。牆上是防空作用的國防色面磚，不反光網紋淺綠色釉面磚。,臺北市內湖路二段342號,無,不開放,08:30 – 17:30,08:30 – 17:30,08:30 – 17:30,08:30 – 17:30,08:30 – 17:30,08:30 – 17:30
內湖,宗教與古蹟,內湖郭氏古宅,郭氏古宅為日治首任庄長典型豪宅邸，建於１９１９年。全為磚木構造，外牆用大正年間盛行的紅磚，洗石子及日本進口彩瓷裝飾。樓板為木造，木樑支撐樓板重量，燈樑懸掛臺灣傳統天公爐及燈籠。窗形式多變，弧形陽台凸出，山頭近仿巴洛克。,臺北市內湖區文德路241巷19號,無,不開放,10:00 – 12:00；14:00 – 17:00,10:00 – 12:00；14:00 – 17:00,10:00 – 12:00；14:00 – 17:00,10:00 – 12:00；14:00 – 17:00,10:00 – 12:00；14:00 – 17:00,10:00 – 12:00；14:00 – 17:00
內湖,宗教與古蹟,十四份圳舊水閘門,「大湖公園」舊稱「十四份陂」，為內湖墾戶林秀俊家族所築，清代至日據時期，為內湖地區灌溉用水之用。西元１９０７年，為公共埤圳，並修建水閘門。現存之水閘門可作為內湖地區開拓史、水利史與農業發展史的重要見證，具保存價值。,臺北市內湖區大湖南端,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,宗教與古蹟,五分吊橋,該吊橋為內湖區跨越基隆河最早的一座煤炭運輸專用吊橋，臺北市區基隆河少數現存之吊橋遺址，乃地方產業發展之歷史見證。橋面已於民國６０年代拆除，目前只殘留北河岸的橋柱。柱之下端有扶壁（Ｂｕｔｔｒｅｓｓ），結構及造型具有特色。,臺北市內湖區安康路402號旁涵洞另一側,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,宗教與古蹟,碧山巖開漳聖王廟,奉祀主神是「開漳聖王」是福建省漳州府首任刺史。清嘉慶十九年(１８１４)所創建，台灣最大的開漳聖王廟之一。立於前殿的廟埕上，是最佳的鳥瞰大臺北盆地眺望點。農曆六月初七日凌晨子時起，舉辦傳統民間信仰一「開天門」延壽活動。,臺北市內湖區碧山路24號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,宗教與古蹟,石崁黃氏古宅,民國元年建造的一處坐北朝南閩南三合院式兩落護龍住宅，黃氏祖籍福建省南靖縣漳州府人，先祖渡臺後由臺北縣中和地區，再輾轉到本地；早期，是以林業鋸材為職。渡台迄今，已有九世代六大房的大家族。,臺北市內湖區碧山路62號,無,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀
內湖,休閒與生態,金面山縱走步道,因山頂巨石呈剪刀狀(由金龍產業道路所仰望之角度)而命名；是步道最高峰，海拔高度２５８公尺，山顛巨石崢嶸，景觀特殊，視野遼闊，能俯視全內湖區和臺北市東區。,臺北市內湖區內湖路一段 91 巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,碧山路老地層景觀,"本路段地層景觀係２,０００萬年前臺北老地層中，地質特徵變化較多，臺北市最佳的欣賞老地層景觀據點之一。此路段可發現到波紋岩、濱海相砂岩、造山褶曲現象、交錯形岩層、鋸齒狀岩層節理景觀、小斷層、砂頁岩交替層等。",臺北市內湖區碧山路9-11號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,忠勇山步道,忠勇山既是三尖之一，外貌呈尖峰狀，南面向陽較緩坡，北面陡峭為陰濕地形。依氣候生態來說，忠勇山區屬亞熱帶闊葉林生態系，林相為次生林；南坡山腰處，在七十六年間，曾發生火燒山，焚燬約一公頃林地。,臺北市內湖區碧山路22號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,白石湖吊橋,白石湖吊橋特別採龍骨意象塑造，從東邊「龍船岩」連接白石湖山、大崙頭山、忠勇山、鯉魚山，至圓覺瀑布而止，從空中俯瞰，就像是一條巨龍盤據，守護著白石湖地區。置身其中可欣賞到周邊山寺、果園、森林步道、溼地湖泊。,臺北市內湖區碧山路24號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,白鷺山五○彎步道,「白鷺山」又名「埤頭尖山」，或「白鷺鷥山」；日據時期，每年四月起，「白鷺山」北坡白鷺鷥成群聚集，一直到十月份，才南飛避冬；尤其在六至八月間，日落黃昏到夜幕低垂，倦鳥歸巢，遠望似繽紛的白牡丹點綴林間。為「內湖八大景」之一。,臺北市內湖區碧山路64號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,碧湖公園,擁有大湖泊的水景公園，周遭山巒層疊的環境，前擁大坡湖後環山，湖畔景色渾然一體，宛如一座古典庭園。設有游泳池、網球場、兒童遊樂區、觀景台、管理中心及湖濱步道、釣魚區。另有６條登山小徑，碧湖美景盡收眼底。,臺北市內湖區內湖路二段175號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,碧湖露營場,可容納２５０人露宿的露營場，是臺北市僅有的２處露營場地之一，也是全國少有的免費露營場。因山區光害少，是臺北觀星最好的地方，山上夜景更是美麗，可遠望觀音山及士林北投夜色。,臺北市內湖區內湖路二段175號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,休閒與生態,西湖萬壽仙老樟樹,本區平地唯一最粗大的巨木，樹胸圍約４２５公分。樹幹上攀附一株雀榕，雀榕有旺盛的生命力，使寬廣、濃密的雀榕樹冠，直接影響到樟樹。樹下的健康步道，應拆除改鋪成透水式空心磚，好讓雨水直接滲透到地層裡，提供充足水份助其正常發育。,臺北市內湖區碧山路26-6號114 號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,商圈,臺北花市,切花、盆花電腦拍賣、電腦訂貨交易運作、交易行情資訊發布與查詢服務、花卉推廣促銷活動運作、花卉相關材料、器材、種苗等事項經營。,"臺北市內湖區臺北市內湖區新湖三路28號, 36號",無,04:00 – 12:00,04:00 – 12:00,04:00 – 12:00,04:00 – 12:00,04:00 – 12:00,04:00 – 12:00,不開放
內湖,商圈,西湖市場,位於西湖捷運站，為文湖捷運線一特殊場站，其為全臺首創傳統市場與捷運共構重新改裝，尤其地上一至二樓專賣生鮮蔬果、家禽漁貨、美食小吃，三至四樓是捷運站，不必走出站就可以品嚐到傳統美食，極為方便。,臺北市內湖區內湖路一段285號,無,不開放,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00
內湖,商圈,東湖新商圈,位於東湖捷運站附近，由東湖地區商店街及哈拉影城等構成，其中影城為歐洲城堡式建築外觀、巴洛克風格的裝置藝術，成為東湖地區地標，是一處結合精品時尚、生活百貨、影城、中西式餐飲、３Ｃ商品、書局、ＫＴＶ等多元化的綜合商城。,臺北市內湖區康寧路三段72號,無,09:30 – 00:30,09:30 – 00:30,09:30 – 00:30,09:30 – 00:30,09:30 – 00:30,09:30 – 00:30,09:30 – 00:30
內湖,商圈,737巷商圈,７３７巷商圈早上為市場，晚上為夜市，也是內湖區唯一的夜市,臺北市內湖區內湖路一段737巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,商圈,內湖科技園區,臺灣第一座由民間投資及政府放寬產業進駐而發展出來的科學園區，廠商家數超過３０００家，每天有９萬多人在此通勤工作。,臺北市內湖區堤頂大道二段與內湖路一段,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
內湖,商圈,內湖量販店商圈,因地廣可容納大面積商場以及停車空間，內湖舊宗路一段區塊大潤發、Ｃｏｓｔｃｏ，大型量販店林立，剛開幕的家樂福便利店附近，短短７００公尺還有一家全聯超市，競爭激烈,臺北市內湖區舊宗路一段,無,09:00 – 23:00,09:00 – 23:00,09:00 – 23:00,09:00 – 23:00,09:00 – 23:00,09:00 – 23:00,09:00 – 23:00
內湖,藝文與文化,亞洲寵物博物館,平時有提供動物寄宿，由亞洲動物福利協會(ＡＡＷＡ)創辦，致力於兒童生命教育，推動「小獸醫體驗」活動，培養孩子對動物的同理心與共感能力。博物館展覽空間共分為：診療體驗區、影像體驗區、手術體驗區、寵物追思區。,臺北市內湖區舊宗路一段30巷13號,200,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制
內湖,藝文與文化,國立臺灣戲曲學院京劇文物館,提供（中、英、日語）導覽人員，介紹傳統戲曲舞台服飾、道具、樂器、戲曲兵器及戲曲源流演進等內容。包括戲曲道具及舞台真人尺寸戲偶模型、清朝時代仿古野戲台造模型。獨一無二的戲曲角色舞台程式化動作，加深觀賞者對傳統戲曲的認識。,臺北市內湖區內湖路二段177號,400,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制
內湖,藝文與文化,碧湖劇場,由國立戲曲學院京崑劇團與特技團員演出，增加光觀光客來台意願，結合故宮博物院、忠烈祠、中影文化城，推動並形成一條「靜態文化看故宮，動態文化看復興」的帶狀文化觀光路線。,臺北市內湖區內湖路二段177號中正堂與中興堂演藝廳,400,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制,電話預約制
內湖,藝文與文化,白石畫廊,專門代理日本當代藝術作品的展覽空間，１９６７年發跡於東京銀座，。開幕最大的話題，就是日本建築大師隈研吾，利用台灣檜木，所打造的木建築空間。此次所使用的建築工法，也將套用在他所設計的２０２０年東京奧運主場館。,臺北市內湖區基湖路1號,無,不開放,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00
內湖,藝文與文化,防災科學教育館,為了讓市民了解各種災害的歷史及特質，臺北市政府消防局防災科學教育以電腦、電子、機械設備，模擬各種災害發生狀況，供市民實地操作體驗，使防火、防洪、防震、防颱等緊急避難知能。為臺灣第一座防災科學教育館。,臺北市內湖區成功路二段376號,無,不開放,09:00 – 12:00；14:00 – 17:00,09:00 – 12:00；14:00 – 17:00,09:00 – 12:00；14:00 – 17:00,09:00 – 12:00；14:00 – 17:00,09:00 – 12:00；14:00 – 17:00,09:00 – 12:00；14:00 – 17:00
內湖,藝文與文化,學學文創,開設文化創意產業職能訓練課程，承辦政府勞動部文化創意人才培訓委託案，以及合作教學場所。,臺北市內湖區堤頂大道2段207號,無,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00
萬華,宗教與古蹟,龍山寺,主祀神明是觀世音菩薩，建築為中國古典３進４合院傳統宮殿式建築，正面牆堵精雕細琢，圖像生動，屋頂也相當具特色，全寺屋頂脊帶和飛簷由龍、鳳、麒麟等吉祥動物做造型，裝飾以彩色玻璃瓷片剪粘和交趾陶，堪稱臺灣特有剪粘藝術之精華。,臺北市萬華區廣州街211號,無,06:00 – 22:00,06:00 – 22:00,06:00 – 22:00,06:00 – 22:00,06:00 – 22:00,06:00 – 22:00,06:00 – 22:00
萬華,宗教與古蹟,天后宮,臺北天后宮的主神是媽祖，陪神是弘法大師，全臺只有臺北天后宮有供奉弘法大師，於１７４６年時由郊商捐建（當時名為新興宮），與艋舺龍山寺和艋舺祖師廟並稱臺灣清領時期艋舺３大寺廟。,臺北市萬華區成都路51號,無,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00
萬華,宗教與古蹟,清水巖,主祀「清水祖師」，也有人稱它為祖師廟。清水祖師為北宋人，生於福建省，自幼習佛悟道，曾在蓬萊山的山巖構築一間小精舍修行，由於巖洞內之的水清澈冷冽，精舍被稱為清水巖（岩），此為「清水祖師」名稱的由來。,臺北市萬華區康定路81號,無,06:00 – 21:30,06:00 – 21:30,06:00 – 21:30,06:00 – 21:30,06:00 – 21:30,06:00 – 21:30,06:00 – 21:30
萬華,宗教與古蹟,艋舺青山宮,青山王的神像，眼神犀利，從每個角度去凝視，都會感覺不同。每年農曆１０月２３日是青山王的聖誕，２２日舉辦夜間遶境活動，有許多表演活動，家家戶戶在路邊擺設香案和供品，這就是所謂的「艋舺大拜拜」。,臺北市萬華區貴陽街2段218號,無,05:00 – 21:00,05:00 – 21:00,05:00 – 21:00,05:00 – 21:00,05:00 – 21:00,05:00 – 21:00,05:00 – 21:00
萬華,宗教與古蹟,西本願寺廣場,是一處充滿日式風情的建築群，多數主要建築的式樣多源自日本佛教１８、１９世紀常出現的折衷式樣，而輪番所是日本傳統住宅形式；樹心會館則為表現新時代精神，採用磚結構與西式木屋架組合，屋頂仍維持日式風格。,臺北市萬華區中華路1段176-243號,無,不開放,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00
萬華,宗教與古蹟,糖?文化園區,糖倉古蹟再利用規劃Ａ倉規劃「糖倉開門」糖業文化特展，彰顯糖倉保存意義。介紹台北糖廠的歷史故事及城西產業發展軌跡。以及糖藝教室，開放作為文化、多元社區文化活動空間使用。,臺北市萬華區大理街132-7號,無,不開放,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00
萬華,休閒與生態,華中河濱公園,有全台最大露營區，設置有汽車露營，並附水電供應，男女淋浴間、男女廁完備。環繞著河濱自行車道，周邊有自行車租借站、五人制足球場、沙灘排球場、籃球場、網球場等休閒運動設施，提供多元遊憩的活動環境。,臺北市萬華區萬大路底華中橋旁,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,休閒與生態,馬場町紀念公園,馬場町的清晨，有股清新的美。河岸邊長長的階梯，是個適合坐著觀看日出的看台，視野寬闊，溪中倒影可見；天氣好的時候，可見到朝陽從遠方１０１大樓旁慢慢升起的模樣。公園內也有一座大大的碑，等著你親自去看。,臺北市萬華區水源路及青年路口,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,休閒與生態,艋舺公園,以藝術為主題開發，頗具特色的民俗公園。園內有很多富含文化意涵的設計，還結合燈光和水舞的元素，每天都上演一場場的水舞秀；公園北側的廟埕廣場，為龍山寺廟埕的延伸，廣場內的星象誌，以結合中國星宿與西洋十二星座之星象圖誌而設計，,臺北市萬華區龍山寺對面,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,休閒與生態,華江雁鴨自然公園,華江橋附近的廣大沙洲濕地一直是許多候鳥的棲息地，每年９月至次年４月，都會有數以千計的雁鴨科與鷸行鳥科等鳥類來造訪。永續利用區則以親子休閒及賞鳥活動為主，設置賞鴨步道、賞鳥廣場、親子活動區等。,臺北市萬華區華江橋西側,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,休閒與生態,青年公園,園內設施完善，花木扶疏，景緻優美，運動設豐富。另設有盆栽館、視聽教室、露天音樂台等社教服務設施以服務市民、遊客。除了各項硬體服務設施外，公園景觀的規劃，綠化設施配置，植栽分布實為建構公園美化的主軸。,臺北市萬華區水源路199號,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,休閒與生態,臺北市電影主題公園,台北市電影主題公園呈現出多種風貌，其中規劃有餐飲區、紀念品販售區、戶外影音廣場等，還以公共藝術品表現電影的主題精神，提供一處影音娛樂活動的場地，舉辦政府公益活動、歌手演唱與簽唱活動、各式新品發表會、播放露天電影院等。,臺北市萬華區康定路19號,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,商圈,西門町徒步區,臺北市第一條具有指標性意義的徒步區。假日總是人潮不斷，無論吃、用、穿、玩，各種流行時尚、新奇有趣的商品應有盡有，可說是臺北最熱鬧的街道。不但是青少年文化與街頭表演的聚集地，也是青少年盛裝約會的地點。,臺北市萬華區中華路西門町,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,商圈,艋舺服飾商圈,早期這裡曾有高達近２千家各式服飾店面，並且從設計、打版、生產、行銷一貫作業，品質和價格都十分具有競爭力。後來因時代變遷，服飾商圈現在僅存約４百家店，種類也較偏向成熟的女裝，和五分埔走年輕女性、活潑風格有明顯的不同。,臺北市萬華區康定路、大理街附近,無,10:00 – 21:00,10:00 – 21:00,10:00 – 21:00,10:00 – 21:00,10:00 – 21:00,10:00 – 21:00,10:00 – 21:00
萬華,商圈,廣州街觀光夜市,從梧州街至環河南路間，光是夜市攤販就有３區，長達１５０公尺。梧州街觀光夜市，因為很早開發，有許多的傳統的臺灣小吃，街道兩邊長長的雜貨攤，各種購物、美食、玩樂的商品，應有盡有，令人眼花撩亂，熱鬧非凡。,臺北市萬華區廣州街,無,18:00 – 03:00,18:00 – 03:00,18:00 – 03:00,18:00 – 03:00,18:00 – 03:00,18:00 – 03:00,18:00 – 03:00
萬華,商圈,梧州街觀光夜市,以傳統小吃為主，約７０公尺的短短距離，卻有非常多家臺灣美味小吃，種類繁多，新鮮清甜的土魠魚羹、加了中藥材香噴噴的羊肉爐、現炒的活鱔、清香不油的酸菜鴨肉湯、養顏美容的青蛙湯等等,臺北市萬華區梧州街,無,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00
萬華,商圈,華西街觀光夜市,臺灣的第一座觀光夜市，販賣各式山產海鮮野味小吃為大宗。每到黃昏，常可見外國觀光客拿著旅遊指南尋找美食，早期這裡以殺蛇表演聞名，有「蛇街」之稱，如今在保育意識之下，店家大多轉型為養生的蛇料理。,臺北市萬華區華西街,無,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00,16:00 – 00:00
萬華,商圈,新富町文化市場,屬於日治時期較後期完成的公有市場，市場內的建物涵蓋了當時期的各種建材。馬蹄形的市場主建物平屋頂由鋼筋混凝土支撐。另外，附屬建築物有木造的日式宿舍與磚造的公廁，公廁的出現也象徵當時市場現代化的過程。,臺北市萬華區三水街70號,無,不開放,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00
萬華,商圈,青草巷,有１００多種臺灣所產的道地草藥。著名的青草茶，是炎炎夏日的退火聖品，許多人會來這買幾包，自行回家烹煮。有蘆薈、紅川七、薰衣草等青草藥的活體樣本，設為藥用植物園區，也讓這裡成為戶外教學的好場所。,臺北市萬華區西昌街224巷,無,08:00 - 22:00,08:00 – 22:00,08:00 – 22:00,08:00 – 22:00,08:00 – 22:00,08:00 – 22:00,08:00 – 22:00
萬華,商圈,龍山寺地下街,臺北市首座地下二層之地下街商場，地下有２個出入口與捷運龍山寺站相互連通，由龍山寺站進入地下街，動線流暢方便，民眾可逛地下一、二樓的４８間店舖，包括百貨精品、文化精品、輕食及具當地特色之命理古玩等業種。,臺北市萬華區西園路一段145號Ｂ1,無,11:00 - 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30
萬華,藝文與文化,西門紅樓,目前保存最古老完整的三級古蹟市場建築物。市場入口採「八卦造型」取其八方雲集之意、市場主體為「十字架造型」，不僅是空前絕後，更是東、西建築史上的首例。八角樓和十字樓，加上兩旁南北廣場統稱為「西門紅樓」。,臺北市萬華區成都路10號,無,不開放,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30
萬華,藝文與文化,臺北市鄉土教育中心(剝皮寮歷史街區),萬華老舊巷弄的老街區，依然延續著百餘年前清代街道的風貌，紅色的磚牆、拱型的騎樓，呈現典雅樸實之美。「臺北市鄉土教育中心」作為推展鄉土教育之園地，規劃不同主題展覽及剝皮寮相關歷史特展。,臺北市萬華區廣州街101號,無,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00
萬華,藝文與文化,西園29服飾創作基地,整棟外觀為磚紅色的大樓，館內整體設計以「樹」的概念為設計主軸，期待化身為一棵創意之樹，吸取萬華歷史文化風貌，培育臺灣服飾設計人才，媒合艋舺商圈業者及駐基地設計師，建立示範性的設計案合作案例，振興臺灣服飾及服飾設計產業。,臺北市萬華區西園路2段9號,無,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00
萬華,藝文與文化,「西門印象」裝置藝術,取其西門原城門形體意象，以幾何分割，錯置後重組城門設計，利用高低不同框架及材質顏色，呈現西門當年的華麗風采。門的形象為主要視覺創意來源，提供光影３６０度穿越城門，透過行人之移動，感受獨一無二的城市光源與互動樂趣。,臺北市萬華區中華路一段與衡陽路交叉口（捷運西門站4號出口背後腹地）,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
萬華,藝文與文化,艋舺龍山文創Ｂ2,艋舺龍山文創Ｂ２以「培養在地設計師、藝術家、創作者」為主軸，發展在地品牌，以導覽、藝文表演、互動工作坊等讓民眾參與及體驗，讓旅客於此體驗，發掘萬華的文化與文創能量。,臺北市萬華區西園路一段145號Ｂ2,無,不開放,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00,11:00 – 19:00
