行政區,主題,景點名稱,簡介,地址,門票,開放時間-一,開放時間-二,開放時間-三,開放時間-四,開放時間-五,開放時間-六,開放時間-日
萬華,藝文與文化,意在臺北(銅雕),四座銅雕，意取劉銘傳等古今之人，規劃、俯視臺北城之發展；一座城市浮雕，翻刻臺北建城後之街道，呈現昔日古樸美好之地景。臺北，今昔之間，你我的城市，值得好好珍惜端詳它的歷史。,臺北市萬華區中華路一段與成都路口,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
中正,宗教與古蹟,台北市臺灣省城隍廟,本廟是臺北城內規模最大的廟宇，供奉主神城隍爺，另有釋迦牟尼佛、藥師佛、阿彌陀佛、觀音菩薩和地藏菩薩，關聖帝君、孚佑帝君、文昌帝君、濟公禪師、城隍夫人、福德正神…等,臺北市中正區武昌街1段14號,無,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00
中正,宗教與古蹟,臺北公會堂(中山堂),採取當時流行的現代折衷主義樣式，使用鋼骨水泥結構，外表貼淺綠色面磚，但細節的開口，仍保有古典圖案之裝飾。這座巨大的建築呈現阿拉伯拱窗及臺灣陶瓦之鄉土味，象徵向東方尋求藝術泉源頗耐人尋味。,臺北市中正區延平南路98號,無,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00
中正,宗教與古蹟,小南門,小南門為台北府城五城門中最為小巧，構造與形式皆不同於其他諸門。不像其餘４個城門是封閉、肅殺的碉堡一般為精美的樓閣式城門造型，流露出秀麗、親切的味道，十分特別。,臺北市中正區南海段五小段480號,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
中正,宗教與古蹟,欽差行臺,由臺灣巡撫於光緒１８年花費二萬兩興建，為外地高級官員來台北時之旅館及宴會、會議之用。日據以後，欽差行臺建築改為「臺灣總督府廳舍」，直到１９１９年新廳舍（今總統府）落成啟用後，舊廳舍便成了臨時性展覽聚會場所。,臺北市中正區南海路53號,無,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30
中正,宗教與古蹟,臺北郵局,細部上受古典之影響，例如立面上有山頭裝飾，牆面出現古典柱頭，大廳天花板上充滿了線腳。這座當時臺灣最大的郵局使用鋼骨構造，但外牆多用貼面磚及洗石子技巧，有時代特色，尤其它的褐色面磚，據說有防空保護色作用。,臺北市中正區忠孝西路1段114號,無,08:30 – 21:00,08:30 – 21:00,08:30 – 21:00,08:30 – 21:00,08:30 – 21:00,08:30 – 21:00,不開放
中正,宗教與古蹟,北門,北門成為５門當中，唯一以清代風貌保留的古城門，是臺北最珍貴的國定古蹟之一，也由於早期具有的防禦功能，成為國防的歷史見證。,臺北市中正區忠孝西路與博愛路交叉口,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
中正,宗教與古蹟,東門-景福門,東門是作工最為細緻的一座。額題景福門，建築結構和北門很類似，都是在石砌的城座以上，以厚實的磚牆一直接到屋簷下，宛如牢不可破的方形堡壘。而雙層磚牆之內，則是木造結構。,臺北市中正區凱達格蘭大道,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
中正,宗教與古蹟,中正紀念堂,白牆藍瓦，７０公尺高聳立在紀念公園的中央，不論從哪個角度看過去，都很宏偉。國外觀光客來到臺灣，不論行程如何排，都一定會到這裡來參觀一下。紀念堂的下方有陳列和展覽，也有紀念品販售。,臺北市中正區中山南路21號,無,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00
中正,休閒與生態,二二八和平公園,古典風格的都會公園，園內有日本庭園式造景池塘、拱橋、綠地步道及露天音樂臺，二二八紀念館和紀念碑也設立在園區內，也設置「台北二二八紀念館」藉由紀念館展覽，將事件始末以及受難史實公諸於世。,臺北市中正區臺北市懷寧街、襄陽路、公園路、凱達格蘭大道口,無,不開放,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00
中正,休閒與生態,自來水博物館,建築最大特色是採新古典主義為主軸的巴洛克式建築風格，內部陳設更具有歷史意義，每一部機組設備皆代表自來水的演進歷程，蘊含著豐富人文價值。因特殊歐式建築外觀，歷史及教育上之重要意義，現已成為受歡迎的景點。,臺北市中正區思源街1號,50-80,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00
中正,休閒與生態,臺北市客家文化主題公園,為臺北市民認識客家文化的據點與休憩場所，並提供臺北都會客家人一處群聚交流、展現生活記憶之處。園區內的「跨堤平台」設有人行步道及自行車引道，,臺北市中正區汀州路三段2號,無,不開放,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00
中正,休閒與生態,植物園,植物園是日據時代研究植物的重要場所，占地約８公頃，保留了當時從臺灣、日本、中國大陸、東南亞引進來的試驗研究植物種，至今園區內的建築與植物種類已遠超過以往盛況，蒐羅之植物多達約２０００種。,臺北市中正區南海路53號,無,05:30 – 22:00,05:30 – 22:00,05:30 – 22:00,05:30 – 22:00,05:30 – 22:00,05:30 – 22:00,05:30 – 22:00
中正,休閒與生態,三創生活園區,建築外觀呈現前瞻氣勢，結合鄰近綠帶的視野，實踐自然與科技共生的設計理念。空間規劃導入科技生活、潮流影音、動漫文化、探索體驗、創作育成及藝術展演等多元概念，結合園區隨處可見的數位視屏，讓影像的多元樣貌。,臺北市中正區市民大道3段2號,無,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30
中正,休閒與生態,古亭河濱公園,園內由斜坡道種植灌木排列出「古亭河濱公園」字樣別具巧思。公園內有各項運動設施供市民使用。夏日帶著孩子們到這裡避暑、遊戲是很不錯的選擇。冬季有整片的波斯菊花海綻放，讓人忍不住想停下腳步欣賞。,臺北市中正區永福橋至中正橋間,無,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放,全天開放
中正,休閒與生態,逸仙公園,該公園為紀念孫中山的小巧公園。中華民國選擇此處作為紀念該國國父的公園之一，主要原因是該地為孫逸仙於１９１３年來台時下榻的料亭。該料亭亦為當年台灣總督佐久間左馬太與孫逸仙會談政情的場所。,臺北市中正區中山北路一段46號,無,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00
中正,休閒與生態,紀州庵文學森林,臺北市第一座文學專門藝文空間，結合城南文學公園，提供讀者舒適宜人的空間，讓文友們可以在室內、戶外閱讀、寫作、喝茶、啜咖啡、與同好談天。讀者與書迷更可在這裡與心儀的文學家、評論者、出版人不期而遇。,臺北市中正區同安街 107 號,無,不開放,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00
中正,商圈,南機場夜市,「南機場」這個名稱是由日據時代所遺留下來的老地名，當初日軍在此地設有軍用機場，後來時間變遷則改建成眷村及國宅，而後由於來往此地的人口眾多，漸漸發展成現在我們所熟悉的「南機場夜市」。,臺北市中正區中華路二段305巷,無,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00,18:00 – 00:00
中正,商圈,後火車站商圈,早年時期，臺北車站後站商圈曾是國內外知名的百貨批發集散地，如今這塊繁華熱鬧街廓變身為創意材料的批發零售專賣店。商圈內可以找到做藝術品的各項材料，不管是工具、雕刀、鋸子、砂紙，甚至還能買到做彩繪玻璃的材料。,臺北市中正區後火車站,無,10:00 – 19:00,10:00 – 19:00,10:00 – 19:00,10:00 – 19:00,10:00 – 19:00,10:00 – 19:00,10:00 – 19:00
中正,商圈,沅陵商店街-鞋子街,這裡的商店很多是老字號，秉持誠信做生意，隨著臺灣經濟的發展，城中市場和沅陵商店街成為服飾店、皮鞋店的聚集地，沅陵商店街更是以鞋店聞名。此處的皮鞋多是老師傅親自縫製的傑作，許多老一輩的人，只要皮鞋一壞，就會拿來這裡修補。,臺北市中正區沅陵街23號,無,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00
中正,商圈,愛國東路婚紗街,許多婚紗名店位於愛國東路，形成一條婚紗大街。店家為了創造商品獨特性，各自規劃專有之主題套裝商品，提供包套拍照服務，提升了臺灣婚紗攝影水準，美麗的櫥窗，也吸引許多拍戲劇組、喜歡逛街的女孩們，在這裡穿梭。,臺北市中正區愛國東路,無,13:30 – 21:30,13:30 – 21:30,13:30 – 21:30,13:30 – 21:30,13:30 – 21:30,13:30 – 21:30,13:30 – 21:30
中正,商圈,站前地下街,位在台北車站地區內人潮搭乘台鐵、捷運時必經之路，亦為由各地搭乘上述交通工具而來之人潮到本地區各商圈最舒適便利之路。商場另設有六處廣場，提供辦理各項公益及商業活動，提供市民及旅客優良之休閒購物環境。,臺北市中正區南陽街與重慶南路間之忠孝西路正下方,無,09:30 – 22:00,09:30 – 22:00,09:30 – 22:00,09:30 – 22:00,09:30 – 22:00,09:30 – 22:00,09:30 – 22:00
中正,商圈,相機街,近年有近５０幾家的相機店紮根於此，各種品牌、各種周邊都一應俱全。隨著時代的轉變，相機不再是昂貴，而是人手一臺數位相機。要找好的相機，一定要來到這裡，老店對專業的堅持，自然有識貨的顧客支持。,臺北市中正區忠孝西路至漢口街間、博愛路、開封街,無,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00
中正,藝文與文化,華山1914文化創意產業園區,開放為創意設計品的展售商店，園內也有極具特色的濃情懷舊小酒館，並保有倉庫舊建築的特色。另經由再製酒作業場改建的Ｌｅｇａｃｙ則是近年崛起的ｌｉｖｅ ｈｏｕｓｅ，為許多音樂人愛用的展演空間，吸引不少藝文愛好者走訪。,臺北市中正區八德路1段1號,無,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00,09:30 – 21:00
中正,藝文與文化,長榮海事博物館,海事為主題的博物館，適合不同世代、不同族群來館參訪。館內大量收藏了種類豐富的模型船，從遠古人類以挖鑿方式建造的獨木舟，到西方所發展的各式帆船、機械動力船、工作船；還有展現台灣海島民情的竹筏，以及具有宗教信仰意義的王船等。,臺北市中正區中山南路11號,無,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00
中正,藝文與文化,國立歷史博物館,展示著多位私人收藏家的捐贈，包含先秦繩紋陶、漢代綠釉陶、六朝舞樂俑及唐三彩、甲骨、青銅器、玉器、瓷器和文獻等珍貴文物。以中華文物與閩臺文物為主軸，美術品方面則是以歷史所繫者為對象的一個綜合性的博物館。,臺北市中正區南海路49號,30,不開放,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00,10:00 – 18:00
中正,藝文與文化,牯嶺街小劇場,此建築物成為小劇場的展演空間，發展藝文活動。空間規劃為辦公室及服務台、文宣品區、實驗劇場、拘留室、會議室、藝文空間、視聽室、排練室。這兒不時有各種活動演出，在臺灣小劇場發展史上佔有重要的位置。,臺北市中正區牯嶺街5巷2號,無,不開放,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00
中正,藝文與文化,臺北國際藝術村,以臺北作為創意文化的環境，積極拓展和國際各城市之間藝術家交換計畫，提供民眾與不同創作領域的藝術工作者互動與交流，為視覺藝術、音樂、文學及表演等藝術創作打造自由且富新思維的環境，激發在地文化藝術的發展。,臺北市中正區北平東路7號,無,不開放,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00,11:00 – 22:00
中正,藝文與文化,臺北當代工藝設計分館,透過營造愉悅的學習環境，期許民眾透過親身接觸、體驗與消費，將美的設計元素和理念運用於生活中，創造更美好的生活環境，讓更多民眾進而瞭解臺灣在地及國際工藝發展，體驗學習工藝技藝與匠師頂真精神。,臺北市中正區南海路41號,無,不開放,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30
中正,藝文與文化,臺大醫學人文博物館,博物館建築風格屬於法國文藝復興後期樣式，館內大廳、主牆及柱子皆飾以優美線條及雕刻，頗為氣派。大廳及廊道有許多拱廊，造型高雅。,臺北市中正區仁愛路一段1號,無,不開放,09:30 – 16:30,09:30 – 16:30,09:30 – 16:30,09:30 – 16:30,不開放,不開放
大安,宗教與古蹟,臺北監獄圍牆遺蹟,初建於一九一０年代前後，當時臺灣各地抗日義軍蜂起不斷，日本統治者乃在臺北與臺南首建規模龐大的監獄，臺北監獄即是臺灣近代獄政史的具體見證。如今其遺蹟只剩北面與南面幾堵高牆，但仍令人感受到沈悶肅殺的氣氛。,臺北市大安區金山南路二段44巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,臺灣師範大學原高等學校校舍,現今師範大學禮堂之前身，高等學校為進入大學之前必讀的學校，因此它的設立與臺灣大學同時期。建於一九二九年，由總督府官房營繕課所設計，它的出現也可視為臺灣高等教育的里程碑。,臺北市大安區和平東路1段162號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,臺大校門,為原臺北帝國大學正門及守衛室，現仍為臺大主要校門，具有臺灣高等教育史上啟扉之象徵意義。近數十年來青年學子關懷校園與社會改革之言論廣場，深具空間見證之意義。,臺北市大安區羅斯福路四段一號 ( 學府里),無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,臺北工業學校紅樓,是日據時期臺灣最重要的工業學校，被認為是早期工業人才之搖籃，初設化工科、電機科、機械科及建築科等。,臺北市大安區忠孝東路3段1號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,芳蘭大厝,芳蘭大厝是臺北盆地四周近山地區僅存少數清代古宅之一，屋主陳家為福建泉州安溪移民。,臺北市大安區基隆路三段一五五巷一七四號 (學府里),無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,殷海光故居,為地上一層之日式木造房屋，建物所使用之建材雖非上品，且規模不大，但庭院頗具規模，建築物部分外觀、室內地板、天花板、部分的門已有改建，但仍留有隔牆。代表臺北地區最早發展之都市紋理。,臺北市大安區溫州街十八巷十六弄一之一號 (龍坡里),無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,龍安坡黃宅濂讓居,龍安坡為清代臺北盆地東邊近山地區由福建泉州府安溪移民所開墾之地，黃氏先人於清乾隆年間來臺（西元一七四０年），初先墾居淡水蕃薯寮，後再遷居臺北盆地，至第四代由數位兄弟合力建造大宅，即濂讓居。,臺北市大安區和平東路二段七十六巷四號 (龍門里),無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,紫藤廬,紫藤廬即為自由主義及社會、政治改革運動的空間代名詞，為了彰顯紫藤廬的文化價值，近年經過藝文界人士及業者奔走，免去被拆之浩劫，由臺北市政府鍵定為古蹟而獲保存。,臺北市大安區新生南路三段十六巷一號 (龍坡里),無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,宗教與古蹟,義芳居古厝,義芳居古厝為臺北早期開拓者陳氏族人所建，義芳居陳氏家族，原籍屬福建省泉州府安溪縣，清乾隆年間，其始祖渡海來臺開墾。先前他們已有住屋，至清光緒初年才投下鉅資，建造義芳居。,臺北市大安區基隆路三段一五五巷一二八號 (學府里),無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,休閒與生態,大安森林公園,公園位於台北市區中心，是一座草木濃密的生態公園，都會森林的型態被譽為台北市的「都市之肺」；其在興建之前被稱為「七號公園」，１９９４年３月２９日正式對外開放，當時曾是台北市區最大的公園。,臺北市大安區新生南路二段1號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,休閒與生態,台大農場本場,是國立臺灣大學生物資源暨農學院的附屬農場。其中場本部與農藝區位於台灣大學校總區的東南角，面積５.７７公頃，另外還有園藝區、畜牧區、安康分場，全場總面積大約３０.３７公頃。,臺北市大安區基隆路四段42巷5號,無,08:00–17:00,08:00–17:00,08:00–17:00,08:00–17:00,08:00–17:00,不開放,不開放
大安,休閒與生態,第二霧裡薜圳支流遺址,霧裡薜圳是台北盆地內最早有興建的水圳紀錄，今日，圳道幾乎已經全部予以填平荒廢，僅殘留幾小段。因其名氣遠不如?公圳，因此常被誤認。而現在在台北市區內，只能透過少數帶狀公園窺見曾經水圳的足跡。,臺北市大安區溫州街47號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,休閒與生態,富陽自然生態公園,除了山形與軍事遺跡外，富陽公園最為稱道的是公園內未被破壞的生物生態。其中，自然演替區、賞蝶區、大赤鼯鼠觀察區及台北樹蛙觀察區共擁有包括香楠、相思樹、白匏子、血桐等植物，與包含樹蛙、大赤鼯鼠等多樣動物。,臺北市大安區富陽街,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,休閒與生態,福州山公園,位於北二高台北聯絡道、辛亥路三段旁，海拔約１０５公尺，早期是公墓，民國８４年市政府為美化市容將公墓遷走，以自然生態保育為主，廣植林木，規劃為森林生態遊憩公園。,臺北市大安區臥龍街195巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,休閒與生態,醉月湖,醉月湖，舊稱牛湳池，為調節?公圳之用，位於國立臺灣大學校本部舊體育館後方，名列該校的十二景之一。,臺北市大安區羅斯福路四段1號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,商圈,公館夜市商圈,主要地標有臺北捷運公館站、臺灣大學、臺灣科技大學、臺灣師範大學公館校區（師大分部）、水源市場、台北自來水園區和台電大樓。區內羅斯福路四段一帶被稱為公館商圈，商業繁盛。,臺北市大安區羅斯福路四段90巷,無,15:00–23:45,15:00–23:45,不開放,15:00–23:45,15:00–23:45,15:00–23:45,15:00–23:45
大安,商圈,師大商圈,因位於臺灣臺北市臺灣師範大學旁而得名，是臺北南區１９９０年代興起的商圈，後一度擴張成所謂的師大夜市，旋因住宅區居民訴諸居住正義、對油煙與噪音等公害的群起抗爭，而擺脫以餐飲為主的典型夜市樣態,臺北市大安區師大路39巷,無,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00
大安,商圈,永康商圈,在這一帶聚集了各式各樣的店家，有許多著名的台灣小吃、外省美食、異國風味餐廳、飲料冰品店、獨特風格得咖啡廳和精品商店等。,臺北市大安區永康街,無,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00
大安,商圈,東區商圈,是台北市另一個百貨公司聚集重地，目前百貨商場有誠品敦南店（Ｅｓｌｉｔｅ Ｘｉｎｙｉ Ｓｔｏｒｅ）、太平洋ＳＯＧＯ、頂好名店城等，都成為了東區商圈的大地標。,由復興南路以東、介於市民大道和信義路中間的區域,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
大安,商圈,頂好商圈,周圍的道路系統縱橫交錯、井然有序，有大型的百貨公司和許多獨特風格的精品服飾店及其他書店、速食店、ＫＴＶ，還有台灣唯一２４小時不打烊的「誠品書店」，是一個交通便利、商業活動頻繁的購物休閒場所。,臺北市大安區忠孝東路四段,無,11:00–21:30,11:00–21:30,11:00–21:30,11:00–21:30,11:00–21:30,11:00–21:30,11:00–21:30
大安,商圈,通化街夜市,臨江街夜市，前人常稱通化街夜市，是台北市的一個觀光夜市，因其範圍在通化街與基隆路間的臨江街而得名。,臺北市大安區臨江街40巷1弄,無,18:00–00:00,18:00–00:00,18:00–00:00,18:00–00:00,18:00–00:00,18:00–00:00,18:00–00:00
大安,藝文與文化,臺大藝文中心雅頌坊,建築外觀是一座教堂，具有白色外牆及彩色玻璃窗，由國立臺灣大學藝文中心使用，舉辦音樂、戲劇、舞蹈、電影、展覽等藝文表演。位於國立臺灣大學欒樹道上，附近有管理學院一號館、管理學院教研館、食品科技館。,臺北市大安區羅斯福路四段1號,無,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,不開放,不開放
大安,藝文與文化,青田七六,為台北帝國大學教授住宅。為適應台灣的風土氣候，擷取日式建築中適合居住的空間，再融入洋式建築的優點所形成，洋式空間包括應接室、食堂、書齋等，皆設置在外側，和式空間則在內側，雖然歷經歲月但仍不失洋式和日式融合的建築特色。,臺北市大安區青田街7巷6號,無,不開放,11:30–14:00； 14:30–17:00； 17:30–21:00,11:30–14:00； 14:30–17:00； 17:30–21:00,11:30–14:00； 14:30–17:00； 17:30–21:00,11:30–14:00； 14:30–17:00； 17:30–21:00,11:30–14:00； 14:30–17:00； 17:30–21:00,11:30–14:00； 14:30–17:00； 17:30–21:00
大安,藝文與文化,清真寺,近代臺灣最早的回教建築。當時由於我國與世界回教國家外交往來頻繁，國內回教徒期盼殷切，由外交部長葉公超先生倡議，並由回教友邦資助籌款興建，在臺北市新生南路建造了仿伊斯蘭建築式樣的禮拜堂。,臺北市大安區新生南路二段62號,無,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00
大安,藝文與文化,禮拜文房具,提供的商品以歐洲、美國與日本的文具為主，較多是具有悠久歷史的品牌跟經典文具。,臺北市大安區樂利路72巷15號,無,不開放,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00
大安,藝文與文化,針線盒,《針線盒》理念在於「簡單創作」，不想讓忙碌淹沒某些初衷。因為是３０年未住人的倉庫，保留原樣貌的裝潢，檜木的落地窗、木紗門、鐵花窗等散發老台北的純樸的溫度。,臺北市大安區忠孝東路三段251巷12弄10號,無,13:00–19:00,不開放,不開放,不開放,13:00–19:00,13:00–19:00,13:00–19:00
大安,藝文與文化,看到藝術,「看到藝術」以藝術家為主導，透過專業策展與論述，希望能促進ㄧ般民眾對藝術的欣賞與理解，並成為發掘藝術家與嶄新觀點的實驗場域。,臺北市大安區泰順街60巷22號,無,不開放,12:00 – 19:00,12:00 – 19:00,12:00 – 19:00,12:00 – 19:00,12:00 – 19:00,不開放
信義,宗教與古蹟,松山慈惠堂,松山慈惠堂開山郭堂主葉子女士承天命，虔誠傳道濟世，又奉瑤池金母降旨興建大型濟世道場，終尋得現址，於民國７０年正式動土，不到兩年時間興建完成。,臺北市信義區福德街251巷33號,無,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00
信義,宗教與古蹟,松山奉天宮,松山奉天宮坐落於虎豹獅象四獸山虎山麓，毗鄰拇指、筆架諸山，緊鄰市政府、信義商圈，遠眺大屯、七星、紗帽、觀音諸山峰。居高臨下，壯觀市容、美景盡收眼底。鬧中取靜，是市民爬山休閒、沉澱心靈的好去處。,臺北市信義區福德街221巷12號,無,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00
信義,宗教與古蹟,天寶聖道宮,是松山區和信義區兩區的信仰中心。開山為白玉城居士，廟宇的組織型態為管理人制。原主祀玉皇大帝、瑤池金母，祭典日期則是每年農曆之正月初九。,臺北市信義區松山路664之10號,無,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30
信義,宗教與古蹟,松山進安宮,松山進安宮是本地區宗教信仰中心。鎮殿主神：五年千歲、盧府千歲、侯府千歲、薛府千歲。於民國４８年（歲次己亥年）由馬鳴山鎮安宮分靈奠基駐駕濟世。,臺北市信義區永吉路517巷8弄12-3號,無,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30,06:30-22:30
信義,宗教與古蹟,鐵路局臺北機廠澡堂,臺北機廠日據時期原稱臺北鐵道工廠，於民國２４年(西元１９３５年)落成，以廠房佈置緊湊、設備新穎，著稱於當時，其中員工澡堂於民國８９年由台北市政府公告為直轄市古蹟，具有歷史、文化、藝術價值。,臺北市信義區市民大道五段50號,無,08:30–17:30,08:30–17:30,08:30–17:30,08:30–17:30,08:30–17:30,不開放,不開放
信義,宗教與古蹟,松山五分埔福德宮,松山五分埔福德宮建於清道光２７年，迄今已１７０年，不但是在地民眾的信仰中心，也造就了五分埔成衣商圈的繁榮經濟，至今仍是臺灣成衣批發的最大集散地。,臺北市信義區虎林街47之3號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
信義,休閒與生態,淡蘭古道,為清代時期淡水廳到噶瑪蘭廳(現今臺北到宜蘭)的主要交通道路，於１８００至１９００年期間，正是北台灣漢民族開始由西部往東部發展的黃金時期，目前多數山徑仍是登山健行者的愛好秘徑。,臺北市信義區六張犁,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
信義,休閒與生態,茶路古道,此山徑為臺北至宜蘭最直線路，約不到６０公里，遇戰亂，可急行軍趕赴解危。由艋舺武營口經大安區到信義區六張犁，此段在清未年間為拳山堡、深坑一帶所種茶葉運往臺北要道，故現稱為茶路古道。,臺北市信義區六張犁,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
信義,休閒與生態,木柵嶺頭古道,由信義區六張犁經石泉巖祖師廟（創建於清道光２４年）上嶺後南行土地公嶺嶺頭線（莊敬隊道上方），經嶺頭土地公廟與石軍巖廟可下木柵、景美一帶。,臺北市信義區六張犁,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
